customer_id,username,email,nombre,password,customer_city,direccion,documento_de_identidad
170,stanley.carner771,jair21@example.com,Stanley Carner,Y!5N86eEKY,MedellÃ­n,"Cl. 20 # 21R-90 Sur, Los Andes, 887396",6052478320
171,jose.daniels8640,vergaradaniel@example.net,Jose Daniels,O1@y1Ta)r&,MedellÃ­n,"Calle 111 # 50-70, TibanÃ¡, 185644",3236110962
172,ruth.grant2537,carlos02@example.org,Ruth Grant,G9$itZDw(Z,BogotÃ¡,"Av. carrera 89 # 17C-54, ElÃ­as, 191360",4779127659
173,mary.davenport4336,jorgecastro@example.org,Mary Davenport,VkQ3ZqKq_y,Cali,"Cr. 85 # 76-46 Sur, Barranca de UpÃ­a, 116152",8335628430
174,carolyn.haywood8034,fernandagarcia@example.org,Carolyn Haywood,^y4VnXeeI1,BogotÃ¡,"Cl. 15 # 3-6 Este, CajicÃ¡, 886819",3771412751
175,peggy.brown9819,gonzalezdiana@example.net,Peggy Brown,(sM!hlPW6$,BogotÃ¡,"Carrera 4Âª # 13-56 Este, El Dovio, 205312",5091265432
176,essie.hubert2539,rodriguezjohana@example.org,Essie Hubert,R^0OlQc*jK,BogotÃ¡,"Cr. 18 # 65-9, Guadalupe, 277588",0510519708
177,kermit.conroy4824,ksalas@example.org,Kermit Conroy,+9fLmiBt!V,Cali,"Calle 17 # 5-6, San Alberto, 441248",9400877333
178,chad.britt2941,sgil@example.net,Chad Britt,R72em)IoS+,BogotÃ¡,"Av. calle 22 # 56-7 Este, San Benito, 200916",2592422307
179,jason.cirillo476,judith99@example.net,Jason Cirillo,(vSBl4i8a9,BogotÃ¡,"Carrera 2P # 58-5 Sur, San Jacinto, 253220",2785227812
180,charles.crye1745,germanlozano@example.net,Charles Crye,JN2aVyQx#5,Cali,"Carrera 8Âª # 6-48 Sur, El Retorno, 544953",7990958682
181,karen.frasier3282,blancomaria@example.org,Karen Frasier,JmD5GGLu!%,MedellÃ­n,"Carrera 42 # 1W-59, El Cerrito, 177154",5100263528
182,dannie.westlake8335,julioramirez@example.net,Dannie Westlake,118xFJrn*n,MedellÃ­n,"Cl. 39 # 8S-41, ItagÃ¼Ã­, 181710",3899199053
183,lourdes.garland6669,varevalo@example.com,Lourdes Garland,XrPFX5Rz!R,Cartagena,"Cl. 18D # 4-5 Este, La Pedrera, 866823",0473385676
184,tammy.miller9997,eduardo52@example.org,Tammy Miller,D^s9rQNtA),BogotÃ¡,"Carrera 98 # 81-2, JericÃ³, 545858",7163137067
185,michele.phillips1133,lina03@example.org,Michele Phillips,H32NjTeJ*b,MedellÃ­n,"Carrera 54 # 79I-4, Luruaco, 635090",4197288348
186,john.windly5389,ycastro@example.net,John Windly,^Z0INfmAD3,BogotÃ¡,"Transversal 62 # 6-60, Caramanta, 470254",4482369706
187,brett.geist4919,henaogloria@example.com,Brett Geist,@0DA*G@s)q,MedellÃ­n,"Carrera 100 # 15C-54 Sur, Gamarra, 520039",7244143259
188,david.bivins7234,hramirez@example.org,David Bivins,1RG%QgHV(),Cali,"Carrera 98 # 4-2, San Luis, 187384",2999360755
189,karen.harbour239,andres12@example.com,Karen Harbour,$44M2w5gLM,BogotÃ¡,"Cr. 97 # 7-95 Sur, La Paz, 953637",5074475574
190,harvey.franklin651,vestrada@example.com,Harvey Franklin,%3JS@Z#i^U,MedellÃ­n,"Transversal 5L Este # 9-4, Villarrica, 546433",3264212701
191,tina.pera8076,nicolasperez@example.org,Tina Pera,XrOg&9CcCn,Cali,"Avenida Yamile Aguilar MuÃ±oz # 3-5 Este, MiritÃ­ - ParanÃ¡, 051172",8928171444
192,peter.deldonno2172,dvelasquez@example.org,Peter Deldonno,&8VxGUh1aj,BogotÃ¡,"Calle 164B # 4-33, Arboleda, 176065",7199455552
193,sheila.bowman4622,kperdomo@example.net,Sheila Bowman,V6jdIe51%^,BogotÃ¡,"Transversal 1Âª # 12-13, Tibacuy, 502245",5512953684
194,david.shor9078,eardila@example.com,David Shor,_2LNSmmmQ5,Cali,"Carrera 50A # 1R-5 Sur, Pamplonita, 476600",4944413202
195,larry.fleek1620,sneider02@example.org,Larry Fleek,48PtpqTy%P,Cartagena,"Avenida calle 82 # 47W-5, Sardinata, 665422",1045191501
196,rose.sawyer1109,stellaherrera@example.com,Rose Sawyer,x2Leal&9&E,Cali,"Calle 188Z Este # 1-5, Cerrito, 732198",1144942187
197,christopher.martinez8194,fbenavides@example.net,Christopher Martinez,)3XyLCmPxC,BogotÃ¡,"Cr. 71 # 9-82 Sur, Villanueva, 688474",8965889490
198,betty.myers342,sonia13@example.com,Betty Myers,E_791UTZBy,BogotÃ¡,"Carrera 9Âª # 86-18 Sur, BojacÃ¡, 661866",7688729284
199,martha.martin5149,jackelineortega@example.com,Martha Martin,@!e16SsUan,MedellÃ­n,"Dg. 8H # 5-41 Sur, Tota, 681743",5680417961
200,patricia.longoria2612,lguerra@example.org,Patricia Longoria,*eylPaQgk6,MedellÃ­n,"Cr. 4X # 8J-9 Sur, Arenal, 278292",1308673221
